Giá,Diện tích,Số phòng ngủ,Số toilet,Địa chỉ nhà,Ngày đăng tin,Ngày hết hạn,Mã tin,Quận,Đường,Lượt xem
17.0,60.0,0,0,"64/7E Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",2023-10-07,2023-10-22,13672,Quận Phú Nhuận,Đường Hoa Lan,22
19.0,68.0,0,0,"70/13A Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-10-03,2023-10-18,13407,Quận Bình Thạnh,Đường Bùi Đình Túy,16
13.0,40.0,2,2,"89/ Đường Huỳnh Văn Bánh, Phường 17, Phú Nhuận, Hồ Chí Minh",2023-05-04,2023-05-19,6176,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,85
23.0,62.0,0,0,"Đường Lê Văn Duyệt, Phường 3, Bình Thạnh, Hồ Chí Minh",2023-08-31,2023-09-15,12771,Quận Bình Thạnh,Đường Lê Văn Duyệt,52
17.0,60.0,4,3,"93/ Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",2023-09-01,2023-09-16,9855,Quận Bình Thạnh,Đường Hoàng Hoa Thám,80
28.0,100.0,4,3,"433/6A Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",2023-02-03,2023-02-18,2997,Quận 10,Đường Sư Vạn Hạnh,38
12.0,72.0,0,0,"65/5a Đường Hồ Văn Huê, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-09-28,2023-10-13,13238,Quận Phú Nhuận,Đường Hồ Văn Huê,24
70.0,720.0,5,8,"Đường Điện Biên Phủ, Phường 17, Bình Thạnh, Hồ Chí Minh",2023-12-18,2024-01-01,19802,Quận Bình Thạnh,Đường Điện Biên Phủ,10
42.0,400.0,4,0,"Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-12-07,2023-12-21,17934,Quận 1,Đường Thạch Thị Thanh,16
18.0,70.0,5,5,"158/3A Đường Trần Huy Liệu, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-09-18,2023-10-03,13060,Quận Phú Nhuận,Đường Trần Huy Liệu,51
30.0,240.0,4,5,"Đường Cách Mạng Tháng Tám, Phường 6, Quận 3, Hồ Chí Minh",2023-12-08,2023-12-22,18257,Quận 3,Đường Cách Mạng Tháng Tám,12
12.0,200.0,4,3,"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-12-08,2023-12-22,18140,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,15
35.0,300.0,6,4,"Đường Thích Quảng Đức, Phường 4, Phú Nhuận, Hồ Chí Minh",2023-12-12,2023-12-26,18740,Quận Phú Nhuận,Đường Thích Quảng Đức,5
24.0,160.0,4,4,"491a/3 Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-05-31,2023-06-15,7146,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,44
5.0,20.0,1,2,"Đường Phạm Văn Chiêu, Phường 9, Gò Vấp, Hồ Chí Minh",2023-08-22,2023-09-06,12314,Quận Gò Vấp,Đường Phạm Văn Chiêu,79
32.0,300.0,2,3,"Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-12-17,2023-12-31,19646,Quận Phú Nhuận,Đường Lê Văn Sỹ,7
18.0,60.0,4,3,"32A Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-08-31,2023-09-15,11599,Quận Phú Nhuận,Đường Đặng Văn Ngữ,82
30.0,72.0,5,4,"59/1 Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",2023-05-13,2023-05-28,6513,Quận 1,Đường Phạm Viết Chánh,51
22.0,76.0,4,3,"59 Đường Phan Đăng Lưu, Phường 7, Phú Nhuận, Hồ Chí Minh",2023-06-16,2023-07-01,8569,Quận Phú Nhuận,Đường Phan Đăng Lưu,29
17.0,76.0,4,3,"354/22A Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-06-02,2023-06-17,7180,Quận Bình Thạnh,Đường Phan Văn Trị,40
55.0,450.0,6,5,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",2023-12-19,2024-01-02,20046,Quận 10,Đường Sư Vạn Hạnh,6
85.0,490.0,5,6,"Đường Trường Sa, Phường 14, Quận 3, Hồ Chí Minh",2023-12-19,2024-01-02,20044,Quận 3,Đường Trường Sa,11
19.0,48.0,4,4,"339/ Đường Lê Văn Sỹ, Phường 13, Quận 3, Hồ Chí Minh",2023-02-11,2023-02-26,1867,Quận 3,Đường Lê Văn Sỹ,47
25.0,160.0,0,0,"Đường Huỳnh Văn Bánh, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-12-07,2023-12-21,17959,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,17
18.0,81.0,4,0,"489/12A1 Đường Huỳnh Văn Bánh, Phường 14, Phú Nhuận, Hồ Chí Minh",2023-09-26,2023-10-11,13193,Quận Phú Nhuận,Đường Huỳnh Văn Bánh,18
18.0,72.0,0,0,"Đường Lê Đại Hành, Phường 12, Quận 11, Hồ Chí Minh",2023-08-16,2023-08-31,11985,Quận 11,Đường Lê Đại Hành,53
39.0,90.0,4,5,"Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",2023-06-26,2023-07-11,9282,Quận 1,Đường Trần Đình Xu,71
18.0,90.0,4,3,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-12-18,2024-01-01,19893,Quận 1,Đường Trần Quang Khải,8
22.0,90.0,0,0,"60/ Đường Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",2023-07-24,2023-08-08,10973,Quận Bình Thạnh,Đường Lê Văn Duyệt,66
30.0,110.0,4,4,"134/4F Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-07-06,2023-07-21,9717,Quận Tân Bình,Đường Hoàng Hoa Thám,27
52.0,140.0,6,6,"18/2A Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, Hồ Chí Minh",2023-03-16,2023-03-31,4516,Quận 1,Đường Nguyễn Thị Minh Khai,40
30.0,72.0,3,4,"40 Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",2023-05-16,2023-05-31,6593,Quận Tân Bình,Đường Phạm Văn Hai,36
18.0,60.0,4,4,"Đường Số 8 Cư xá Chu Văn An, Phường 26, Bình Thạnh, Hồ Chí Minh",2023-06-08,2023-06-23,7634,Quận Bình Thạnh,Đường Số 8 Cư xá Chu Văn An,83
25.0,60.0,4,4,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh",2023-02-02,2023-02-17,2917,Quận 10,Đường Sư Vạn Hạnh,16
33.0,210.0,3,0,"Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Hồ Chí Minh",2023-12-24,2024-01-08,17962,Quận 1,Đường Nguyễn Văn Nguyễn,12
30.0,63.0,6,5,"48/ Đường Phổ Quang, Phường 11, Phú Nhuận, Hồ Chí Minh",2023-07-11,2023-07-26,9949,Quận Phú Nhuận,Đường Phổ Quang,69
20.0,90.0,5,3,"379/ Đường Trường Chinh, Phường 14, Tân Bình, Hồ Chí Minh",2023-06-27,2023-07-12,9308,Quận Tân Bình,Đường Trường Chinh,48
15.0,88.0,4,3,"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-02-10,2023-02-25,2738,Quận Bình Thạnh,Đường Bùi Đình Túy,63
39.0,90.0,4,4,"Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",2023-02-17,2023-03-04,3481,Quận 10,Đường 3/2,47
25.0,80.0,6,4,"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",2023-02-15,2023-03-02,3419,Quận 10,Đường Tô Hiến Thành,59
53.0,200.0,2,3,"94/14 Đường D3, Phường 25, Bình Thạnh, Hồ Chí Minh",2023-03-16,2023-03-31,4517,Quận Bình Thạnh,Đường D3,64
25.0,48.0,3,4,"Đường Võ Văn Tần, Phường 3, Quận 3, Hồ Chí Minh",2023-02-13,2023-02-28,2059,Quận 3,Đường Võ Văn Tần,53
40.0,177.0,3,4,"Đường Điện Biên Phủ, Phường 11, Quận 10, Hồ Chí Minh",2023-12-17,2023-12-31,19705,Quận 10,Đường Điện Biên Phủ,8
32.0,300.0,0,4,"Đường Lê Văn Sỹ, Phường 10, Phú Nhuận, Hồ Chí Minh",2023-12-07,2023-12-21,18020,Quận Phú Nhuận,Đường Lê Văn Sỹ,7
10.0,44.0,2,2,"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",2023-11-01,2023-11-16,15216,Quận 3,Đường Lê Văn Sỹ,24
15.0,30.0,3,2,"Đường Lý Thái Tổ, Phường 9, Quận 10, Hồ Chí Minh",2023-11-03,2023-11-18,15288,Quận 10,Đường Lý Thái Tổ,21
11.5,50.0,3,2,"Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",2023-11-07,2023-11-22,15584,Quận Tân Bình,Đường Lý Thường Kiệt,13
11.5,50.0,3,2,"Đường Lý Thường Kiệt, Phường 9, Tân Bình, Hồ Chí Minh",2023-11-07,2023-11-22,15585,Quận Tân Bình,Đường Lý Thường Kiệt,52
11.0,36.0,3,2,"Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",2023-10-31,2023-11-15,15182,Quận 3,Đường Nam Kỳ Khởi Nghĩa,21
12.0,30.0,2,3,"Đường Nguyễn Đình Chiểu, Phường 2, Quận 3, Hồ Chí Minh",2023-10-18,2023-11-02,14365,Quận 3,Đường Nguyễn Đình Chiểu,14
8.0,56.0,3,1,"Đường Phan Đăng Lưu, Phường 5, Phú Nhuận, Hồ Chí Minh",2023-10-26,2023-11-10,14827,Quận Phú Nhuận,Đường Phan Đăng Lưu,38
15.0,45.0,3,2,"Đường Phan Văn Hân, Phường 17, Bình Thạnh, Hồ Chí Minh",2023-11-29,2023-12-14,17292,Quận Bình Thạnh,Đường Phan Văn Hân,20
12.0,22.0,2,2,"Đường Phan Văn Trị, Phường 2, Quận 5, Hồ Chí Minh",2023-11-07,2023-11-22,15615,Quận 5,Đường Phan Văn Trị,30
24.0,86.0,4,4,"686C Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-05-23,2023-06-07,6822,Quận Tân Bình,Đường Cách Mạng Tháng Tám,51
26.0,100.0,4,0,"122/10A Đường Phổ Quang, Phường 9, Phú Nhuận, Hồ Chí Minh",2023-06-26,2023-07-11,9294,Quận Phú Nhuận,Đường Phổ Quang,57
25.0,81.0,4,3,"100C Đường Lê Quang Định, Phường 14, Bình Thạnh, Hồ Chí Minh",2023-09-19,2023-10-04,13085,Quận Bình Thạnh,Đường Lê Quang Định,72
18.5,68.0,3,3,"Hẻm 101 Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",2023-07-03,2023-07-18,9653,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,34
24.0,100.0,0,0,"1036/7a Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-06-14,2023-06-29,8346,Quận Tân Bình,Đường Cách Mạng Tháng Tám,59
18.0,72.0,4,3,"104E Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",2023-02-23,2023-03-10,2399,Quận Bình Thạnh,Đường Bùi Đình Túy,74
29.0,110.0,5,4,"1073/13C Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-08-29,2023-09-13,12684,Quận Tân Bình,Đường Cách Mạng Tháng Tám,61
15.0,45.0,3,3,"1073/2a Đường Cách Mạng Tháng Tám, Phường 7, Tân Bình, Hồ Chí Minh",2022-12-20,2023-01-04,1781,Quận Tân Bình,Đường Cách Mạng Tháng Tám,46
24.0,95.0,5,4,"108/9A Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-08-31,2023-09-15,11667,Quận Tân Bình,Đường Cộng Hòa,37
32.0,95.0,5,4,"1073/69 Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",2023-07-21,2023-08-05,10878,Quận Tân Bình,Đường Cách Mạng Tháng Tám,58
35.0,72.0,4,0,"1162/ Đường Trường Sa, Phường 13, Phú Nhuận, Hồ Chí Minh",2023-04-13,2023-04-28,4931,Quận Phú Nhuận,Đường Trường Sa,81
24.0,66.0,2,3,"Hẻm 86 Đường Phổ Quang, Phường 2, Tân Bình, Hồ Chí Minh",2023-07-10,2023-07-25,9900,Quận Tân Bình,Đường Phổ Quang,46
20.0,80.0,5,3,"122/3E Đường Phạm Văn Hai, Phường 3, Tân Bình, Hồ Chí Minh",2023-04-18,2023-05-03,4797,Quận Tân Bình,Đường Phạm Văn Hai,51
22.0,77.0,5,4,"125/27 Lê Văn Duyệt, Phường 1, Bình Thạnh, Hồ Chí Minh",2023-05-09,2023-05-24,4754,Quận Bình Thạnh,Lê Văn Duyệt,101
23.0,81.0,0,0,"126P Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-07-19,2023-08-03,10722,Quận Phú Nhuận,Đường Phan Đăng Lưu,48
24.0,92.0,4,5,"12C Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",2023-04-08,2023-04-23,5344,Quận Tân Bình,Đường Cửu Long,44
35.0,90.0,4,3,"134/10 Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",2023-03-08,2023-03-23,4013,Quận 10,Đường Tô Hiến Thành,48
25.0,60.0,2,3,"134/24A Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",2023-08-29,2023-09-13,12688,Quận 10,Đường Thành Thái,68
16.0,65.0,4,3,"134/3a Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-03-14,2023-03-29,4321,Quận Tân Bình,Đường Hoàng Hoa Thám,32
24.0,90.0,6,5,"Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-04-21,2023-05-06,5761,Quận Tân Bình,Đường Hoàng Hoa Thám,38
19.0,76.0,4,4,"150/17B Đường Đặng Văn Ngữ, Phường 14, Phú Nhuận, Hồ Chí Minh",2023-09-06,2023-09-21,11680,Quận Phú Nhuận,Đường Đặng Văn Ngữ,66
40.0,340.0,4,3,"156/7A Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",2023-06-01,2023-06-16,7165,Quận 10,Đường Tô Hiến Thành,35
35.0,100.0,6,4,"156 Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2023-02-06,2023-02-21,3067,Quận Tân Bình,Đường Cộng Hòa,27
29.0,444.0,6,5,"Hẻm 156 Đường Đặng Văn Ngữ, Phường 14, Quận Phú Nhuận, Hồ Chí Minh",2022-11-09,2022-11-24,1467,Quận Phú Nhuận,Đường Đặng Văn Ngữ,116
18.0,81.0,4,4,"158/34 Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-03-14,2023-03-29,4093,Quận Tân Bình,Đường Hoàng Hoa Thám,29
22.0,80.0,3,3,"158/ Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-08-17,2023-09-01,12072,Quận Tân Bình,Đường Hoàng Hoa Thám,53
25.0,90.0,0,0,"159/2A Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-09-04,2023-09-19,12800,Quận Tân Bình,Đường Bạch Đằng,51
19.0,88.0,4,3,"159/5a Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-06-17,2023-07-02,8680,Quận Tân Bình,Đường Bạch Đằng,60
23.0,85.0,0,0,"159/8A Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",2023-04-21,2023-05-06,5209,Quận Tân Bình,Đường Bạch Đằng,35
25.0,230.0,0,0,"15c/19 Đường Phạm Văn Hai, Phường 1, Tân Bình, Hồ Chí Minh",2023-09-04,2023-09-19,7588,Quận Tân Bình,Đường Phạm Văn Hai,89
35.0,108.0,0,0,"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",2023-07-01,2023-07-16,9568,Quận 10,Đường Thành Thái,48
21.0,60.0,0,0,"178/10G Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-02-21,2023-03-08,3623,Quận Phú Nhuận,Đường Phan Đăng Lưu,38
22.0,72.0,3,4,"178/4G Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-03-14,2023-03-29,4328,Quận Phú Nhuận,Đường Phan Đăng Lưu,23
21.0,72.0,3,4,"178/6G Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-05-19,2023-06-03,6657,Quận Phú Nhuận,Đường Phan Đăng Lưu,39
17.0,65.0,3,3,"178/6h Đường Phan Đăng Lưu, Phường 3, Phú Nhuận, Hồ Chí Minh",2023-03-17,2023-04-01,4580,Quận Phú Nhuận,Đường Phan Đăng Lưu,37
23.0,268.0,0,0,"180/18A Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh",2023-10-16,2023-10-31,14145,Quận Bình Thạnh,Đường Nguyễn Hữu Cảnh,25
17.5,80.0,2,3,"19/12A Đường Lam Sơn, Phường 5, Phú Nhuận, Hồ Chí Minh",2023-06-05,2023-06-20,7357,Quận Phú Nhuận,Đường Lam Sơn,48
20.0,87.0,0,0,"196/14A Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-05-27,2023-06-11,7057,Quận Tân Bình,Đường Cộng Hòa,28
29.0,86.0,3,0,"196/9A Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2023-06-07,2023-06-22,7503,Quận Tân Bình,Đường Cộng Hòa,29
18.0,100.0,0,0,"197A Đường Phạm Huy Thông, Phường 5, Gò Vấp, Hồ Chí Minh",2023-06-16,2023-07-01,8541,Quận Gò Vấp,Đường Phạm Huy Thông,92
24.0,81.0,4,0,"273/6K Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-03-16,2023-03-31,4512,Quận Bình Thạnh,Đường Nguyễn Văn Đậu,44
19.0,230.0,4,3,"20/5A Đường Đồng Xoài, Phường 13, Tân Bình, Hồ Chí Minh",2023-05-11,2023-05-26,6381,Quận Tân Bình,Đường Đồng Xoài,50
27.0,320.0,4,0,"200/6 Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-08-30,2023-09-14,11193,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,43
29.0,320.0,4,0,"220/6a Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-05-31,2023-06-15,7135,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,37
19.0,72.0,2,3,"Hẻm 217 Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",2023-08-31,2023-09-15,11708,Quận Bình Thạnh,Đường Bùi Đình Túy,58
24.0,72.0,3,4,"220/20A Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh",2023-09-21,2023-10-06,13114,Quận 3,Đường Lê Văn Sỹ,104
21.0,70.0,4,3,"220/6D Đường Nguyễn Trọng Tuyển, Phường 8, Phú Nhuận, Hồ Chí Minh",2023-05-30,2023-06-14,7102,Quận Phú Nhuận,Đường Nguyễn Trọng Tuyển,23
17.0,70.0,2,2,"231/2C Đường Lê Văn Sỹ, Phường 14, Phú Nhuận, Hồ Chí Minh",2023-03-21,2023-04-05,4756,Quận Phú Nhuận,Đường Lê Văn Sỹ,73
20.0,77.0,2,3,"Hẻm 232 Đường Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2023-08-31,2023-09-15,11813,Quận Tân Bình,Đường Cộng Hòa,33
25.0,80.0,6,0,"243/9/* Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",2023-08-17,2023-09-01,12079,Quận 10,Đường Tô Hiến Thành,71
20.0,90.0,4,3,"248/12 Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",2023-03-18,2023-04-02,4613,Quận Tân Bình,Đường Nguyễn Thái Bình,31
19.0,90.0,2,3,"248/4D Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",2023-05-13,2023-05-28,6524,Quận Tân Bình,Đường Nguyễn Thái Bình,36
20.0,79.0,4,3,"25/12 Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",2023-05-25,2023-06-09,6961,Quận Tân Bình,Đường Cửu Long,68
21.0,94.0,4,3,"25/27A Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",2023-05-04,2023-05-19,5697,Quận Tân Bình,Đường Cửu Long,38
20.0,88.0,0,3,"25/4a Đường Cửu Long, Phường 2, Tân Bình, Hồ Chí Minh",2023-06-23,2023-07-08,9084,Quận Tân Bình,Đường Cửu Long,24
18.0,84.0,4,0,"250/2a Đường Bàu Cát, Phường 11, Tân Bình, Hồ Chí Minh",2023-08-23,2023-09-07,12490,Quận Tân Bình,Đường Bàu Cát,50
27.0,420.0,0,0,"26/3 Đường Nguyễn Thái Bình, Phường 4, Tân Bình, Hồ Chí Minh",2023-05-29,2023-06-13,7077,Quận Tân Bình,Đường Nguyễn Thái Bình,26
30.0,100.0,6,4,"266/3A Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",2023-08-15,2023-08-30,11877,Quận 10,Đường Tô Hiến Thành,31
25.0,60.0,4,4,"266/42D Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh",2023-02-02,2023-02-17,2896,Quận 10,Đường Tô Hiến Thành,32
22.0,90.0,4,3,"268/1C Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",2023-06-03,2023-06-18,7201,Quận Tân Bình,Đường Nguyễn Thái Bình,31
25.0,100.0,5,5,"Đường Nguyễn Thái Bình, Phường 12, Tân Bình, Hồ Chí Minh",2023-08-07,2023-08-22,11548,Quận Tân Bình,Đường Nguyễn Thái Bình,28
17.0,54.0,4,4,"270C Đường Phan Đình Phùng, Phường 1, Phú Nhuận, Hồ Chí Minh",2023-09-23,2023-10-08,13163,Quận Phú Nhuận,Đường Phan Đình Phùng,53
18.0,180.0,3,3,"Đường Huỳnh Đình Hai, Phường 24, Bình Thạnh, Hồ Chí Minh",2023-08-30,2023-09-14,11854,Quận Bình Thạnh,Đường Huỳnh Đình Hai,84
21.0,72.0,4,5,"281/4H Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",2023-02-23,2023-03-10,2812,Quận Tân Bình,Đường Lê Văn Sỹ,40
45.0,132.0,2,3,"283/14A Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",2023-07-05,2023-07-20,9691,Quận 10,Đường Cách Mạng Tháng Tám,62
22.0,70.0,3,4,"284 Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",2022-12-20,2023-01-04,1764,Quận 10,Đường Lý Thường Kiệt,43
22.0,68.0,3,4,"248/ Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",2022-12-21,2023-01-05,1857,Quận 10,Đường Lý Thường Kiệt,73
28.0,72.0,6,4,"285/1a Đường Cách Mạng Tháng Tám, Phường 12, Quận 10, Hồ Chí Minh",2022-12-29,2023-01-13,2437,Quận 10,Đường Cách Mạng Tháng Tám,38
22.0,72.0,4,3,"29/15A Đường D2, Phường 25, Bình Thạnh, Hồ Chí Minh",2023-03-16,2023-03-31,4520,Quận Bình Thạnh,Đường D2,52
37.0,75.0,0,0,"290/5c Đường Nam Kỳ Khởi Nghĩa, Phường 8, Quận 3, Hồ Chí Minh",2023-07-12,2023-07-27,9962,Quận 3,Đường Nam Kỳ Khởi Nghĩa,48
45.0,107.0,3,4,"136A Đường Đặng Văn Ngữ, Phường 14, Phú Nhuận, Hồ Chí Minh",2023-02-20,2023-03-07,3548,Quận Phú Nhuận,Đường Đặng Văn Ngữ,31
19.0,76.0,4,3,"30/1A Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-05-17,2023-06-01,6628,Quận Tân Bình,Đường Hoàng Hoa Thám,40
20.0,73.0,4,4,"30/2C Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-04-15,2023-04-30,5607,Quận Tân Bình,Đường Hoàng Hoa Thám,57
30.0,111.0,2,3,"307/3B Đường Nguyễn Văn Trỗi, Phường 1, Tân Bình, Hồ Chí Minh",2023-05-11,2023-05-26,6369,Quận Tân Bình,Đường Nguyễn Văn Trỗi,56
19.0,81.0,4,3,"309/5A Đường Nguyễn Văn Trỗi, Phường 1, Tân Bình, Hồ Chí Minh",2023-03-21,2023-04-05,4747,Quận Tân Bình,Đường Nguyễn Văn Trỗi,45
17.0,81.0,3,3,"336/9 Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",2023-04-11,2023-04-26,5391,Quận Bình Thạnh,Đường Phan Văn Trị,85
100.0,1000.0,0,0,"339/ Đường Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh",2023-08-23,2023-09-07,12487,Quận 10,Đường Tô Hiến Thành,74
20.0,84.0,4,4,"351/7A Đường Nguyễn Trọng Tuyển, Phường 1, Tân Bình, Hồ Chí Minh",2023-05-13,2023-05-28,6508,Quận Tân Bình,Đường Nguyễn Trọng Tuyển,31
35.0,94.0,2,3,"354/49bis Đường Lý Thường Kiệt, Phường 13, Quận 10, Hồ Chí Minh",2023-08-10,2023-08-25,11718,Quận 10,Đường Lý Thường Kiệt,91
32.0,83.0,5,3,"354B Đường Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh",2023-07-03,2023-07-18,9654,Quận 10,Đường Lý Thường Kiệt,77
39.0,160.0,0,0,"38/9 Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-05-29,2023-06-13,7071,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,29
36.0,137.0,6,6,"Hẻm 38 Đường Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, Hồ Chí Minh",2023-02-04,2023-02-19,3021,Quận Phú Nhuận,Đường Nguyễn Văn Trỗi,90
23.0,74.0,4,5,"158/3a Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",2023-09-09,2023-09-24,12911,Quận Tân Bình,Đường Hoàng Hoa Thám,49
24.0,92.0,4,3,"43/12A Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-08-25,2023-09-09,12562,Quận Tân Bình,Đường Cộng Hòa,27
23.0,85.0,4,4,"43/2D Đường Cộng Hòa, Phường 4, Tân Bình, Hồ Chí Minh",2023-05-20,2023-06-04,6676,Quận Tân Bình,Đường Cộng Hòa,22
30.0,80.0,4,4,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",2023-02-10,2023-02-25,2064,Quận 10,Đường 3/2,36
33.0,90.0,5,4,"449/25C Đường Sư Vạn Hạnh, Phường 10, Quận 10, Hồ Chí Minh",2023-04-28,2023-05-13,6015,Quận 10,Đường Sư Vạn Hạnh,76
18.0,61.0,4,3,"449/9K Đường Lê Quang Định, Phường 5, Bình Thạnh, Hồ Chí Minh",2023-05-13,2023-05-28,6493,Quận Bình Thạnh,Đường Lê Quang Định,34
